"平成27年(2015年)産業連関表 取引基本表(生産者価格評価)(統合小分類)(単位:100万円)(総務省)","穀類","いも･豆類","野菜","果実","その他の食用作物","非食用作物","畜産","農業サービス","育林","素材","特用林産物","海面漁業","内水面漁業","石炭･原油･天然ガス","砂利･砕石","その他の鉱物","畜産食料品","水産食料品","精穀･製粉","めん･パン･菓子類","農産保存食料品","砂糖･油脂･調味料類","その他の食料品","酒類","その他の飲料","飼料･有機質肥料(別掲を除く。)","たばこ","紡績糸","織物","ニット生地","染色整理","その他の繊維工業製品","織物製･ニット製衣服","その他の衣服･身の回り品","その他の繊維既製品","木材","その他の木製品","家具･装備品","パルプ","紙･板紙","加工紙","紙製容器","その他の紙加工品","印刷･製版･製本","化学肥料","ソーダ工業製品","その他の無機化学工業製品","石油化学系基礎製品","脂肪族中間物･環式中間物･合成染料･有機顔料","合成ゴム","その他の有機化学工業製品","合成樹脂","化学繊維","医薬品","油脂加工製品･界面活性剤","化粧品･歯磨","塗料･印刷インキ","農薬","その他の化学最終製品","石油製品","石炭製品","プラスチック製品","タイヤ･チューブ","その他のゴム製品","革製履物","なめし革･革製品･毛皮(革製履物を除く。)","ガラス･ガラス製品","セメント･セメント製品","陶磁器","建設用土石製品","その他の窯業･土石製品","銑鉄･粗鋼","鉄屑","熱間圧延鋼材","鋼管","冷延･めっき鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属屑","電線･ケーブル","その他の非鉄金属製品","建設用金属製品","建築用金属製品","ガス･石油機器･暖房･調理装置","その他の金属製品","ボイラ･原動機","ポンプ･圧縮機","運搬機械","冷凍機･温湿調整装置","その他のはん用機械","農業用機械","建設･鉱山機械","繊維機械","生活関連産業用機械","基礎素材産業用機械","金属加工機械","半導体製造装置","その他の生産用機械","事務用機械","サービス用･娯楽用機器","計測機器","医療用機械器具","光学機械･レンズ","武器","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置","電気計測器","その他の電気機械","通信機器","映像･音響機器","電子計算機･同附属装置","乗用車","トラック･バス･その他の自動車","二輪自動車","自動車部品･同附属品","船舶･同修理","鉄道車両･同修理","航空機･同修理","その他の輸送機械","がん具･運動用品","その他の製造工業製品","再生資源回収･加工処理","住宅建築","非住宅建築","建設補修","公共事業","その他の土木建設","電力","都市ガス","熱供給業","水道","廃棄物処理","卸売","小売","金融","保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道旅客輸送","鉄道貨物輸送","道路旅客輸送","道路貨物輸送(自家輸送を除く。)","自家輸送(旅客自動車)","自家輸送(貨物自動車)","外洋輸送","沿海･内水面輸送","港湾運送","航空輸送","貨物利用運送","倉庫","こん包","その他の運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務(中央)","公務(地方)","学校教育","社会教育･その他の教育","学術研究機関","企業内研究開発","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸業(貸自動車業を除く。)","貸自動車業","広告","自動車整備","機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明","内生部門計","家計外消費支出(列)","家計消費支出","対家計民間非営利団体消費支出","一般政府消費支出","一般政府消費支出(社会資本等減耗分)","国内総固定資本形成(公的)","国内総固定資本形成(民間)","在庫純増","国内最終需要計","国内需要合計","輸出","輸出(直接購入)","輸出計","最終需要計","需要合計","(控除)輸入","(控除)輸入(直接購入)","(控除)関税","(控除)輸入品商品税","(控除)輸入計","最終需要部門計","国内生産額"
"生活関連産業用機械",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,95092,0,0,0,0,0,0,0,9,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121011,0,0,0,0,0,0,0,0,216227,0,0,0,0,0,1818,797237,-9114,789941,1006168,362454,0,362454,1152395,1368622,-185616,0,0,-14848,-200464,951931,1168158
"基礎素材産業用機械",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45035,0,0,0,0,0,0,0,0,212609,0,0,0,0,0,75601,730745,18075,824421,1037030,573464,0,573464,1397885,1610494,-247483,0,0,-19798,-267281,1130604,1343213
"金属加工機械",0,0,0,0,0,0,0,0,16,106,0,0,0,366,1292,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,45,35359,0,0,0,0,495,1599,3005,840,2524,3,0,10,2,2,2909,886,170,0,48,906,103,113,1,5468,833,4820,6623,3082,13223,1104,1153,490,3164,4453,678121,8023,14379,728,4749,2468,19,327,2078,24655,15902,26989,3103,1112,4036,946,2342,838,1744,4512,1563,222,25275,1180,567,480,3459,156,1047,0,304,458,1343,2070,104,0,133,0,1126,0,200,118,0,0,0,0,0,137,1,37,235,0,0,0,352,196,130,115,173,176,832,58,61,0,0,84,0,485,147,0,0,0,0,0,0,0,0,0,3,709,0,5650,213156,2,0,0,0,52,407,0,0,1156747,0,757,0,0,0,4199,1721192,32511,1758659,2915406,1576718,0,1576718,3335377,4492124,-335328,0,0,-26826,-362154,2973223,4129970
"半導体製造装置",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,309069,0,0,0,0,0,1366,1209415,41288,1252069,1561138,1462317,0,1462317,2714386,3023455,-450057,0,0,-36005,-486062,2228324,2537393
"その他の生産用機械",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,3607,302,3900,1854,12349,787,1915,251,6530,6344,2674,5289,346563,12,1070,1307,253,0,20,0,15,430,902,129,0,0,7,6,0,317,37,0,2003,1200,122,0,837,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89666,362,0,0,0,0,0,0,0,491140,0,0,0,0,0,11110,2345537,30573,2387220,2878360,1110087,0,1110087,3497307,3988447,-319957,0,0,-25597,-345554,3151753,3642893
"事務用機械",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,268,0,0,0,0,0,0,0,0,0,0,0,0,18560,0,0,0,123642,1,0,0,0,0,989,36162,0,319903,2140,16864,0,0,0,13506,408729,1304,442543,762446,394221,4,394225,836768,1156671,-103689,-37,0,-8295,-112021,724747,1044650
"サービス用･娯楽用機器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27632,0,0,0,0,32784,0,0,0,314540,0,5,0,65,0,8649,1723252,-7235,1724736,2039276,67932,0,67932,1792668,2107208,-215058,0,0,-17204,-232262,1560406,1874946
"計測機器",31,0,0,0,0,0,0,13,24,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,50,12,4162,4711,6599,7806,4258,4032,11948,808,4933,25701,21574,5507,13015,3481,1993,12932,370,211,460,0,0,13174,0,307,700,0,168,960,0,2632,974,0,10258,5659,0,1625,40,0,78,25,2267,9085,0,604,0,0,0,0,444,136,90654,13376,413,0,0,0,0,0,0,0,27,0,0,12,32,30,46,85,201,172,37,82,256,0,0,303,0,8359,197,0,0,0,0,17069,0,0,0,0,59,0,0,0,8928,10129,189,0,48,16,1291,0,0,335985,199,49807,0,0,0,35921,1037290,8854,1132071,1468056,770410,7,770417,1902488,2238473,-472900,-114,0,-37832,-510846,1391642,1727627
"医療用機械器具",0,0,0,0,0,0,0,4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,5368,1540,0,0,0,0,625150,11111,28337,22158,0,0,0,0,0,33813,107,0,0,0,96,0,0,0,816283,0,20,0,137,0,98498,984351,2702,1085708,1901991,309617,0,309617,1395325,2211608,-931459,0,-105,-74525,-1006089,389236,1205519
"光学機械･レンズ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,526,0,1705,3126,3438,0,1627,2133,40220,1970,1610,0,0,0,733,0,0,180,2681,2860,0,0,0,0,0,33,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8882,4458,5899,0,0,0,0,0,0,0,0,0,118,0,0,0,40660,408,0,0,0,36,1596,0,0,126821,0,34420,0,0,0,15388,149751,17636,217195,344016,466727,16053,482780,699975,826796,-217688,-270,0,-17408,-235366,464609,591430
"武器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100021,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,3365,0,0,0,0,0,0,0,0,146105,0,0,0,0,0,272900,0,50244,323144,469249,2389,0,2389,325533,471638,-10941,0,-642,-927,-12510,313023,459128
"電子デバイス",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103,391,186,42,5607,1604,4266,544,14,3797,1506,1413,3734,3831,58031,143712,288168,151450,60037,18878,11811,1162641,337204,429844,471224,274404,241023,279103,467738,174519,520502,0,0,0,317343,0,867,10805,655,28259,27613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,200838,0,0,0,0,0,0,0,0,5707538,0,1762,0,0,0,0,0,43898,45660,5753198,3919648,0,3919648,3965308,9672846,-2777101,0,0,-222168,-2999269,966039,6673577
"その他の電子部品",0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,19,3,13,0,17,0,3,0,19,11,0,3,0,0,0,0,0,3,0,0,0,5,27,0,4,0,3,84,4302,0,0,10,2,4,0,4,3,0,99,1,15,2,0,7,10,0,2,0,5,0,0,0,2,0,0,0,8,0,8,0,7,1,6,0,0,1196,1,16,4,27149,469,736,73,33477,30277,2044,836,7575,190,845,460,32778,31113,11861,52161,42725,70320,61411,27264,5109,782776,1476325,230833,76500,171109,102202,58386,320168,60591,161705,8501,2029,0,246741,2726,528,1212,1293,2110,7688,0,10923,5349,1960,625,79,120,12,0,95,0,643,1697,1360,223,0,0,0,85,1,0,1,0,0,16,0,0,5,0,1,0,128,34,3804,12897,20545,1260,30770,82672,5393,831,23,99,63167,47,0,238,1,0,84,0,1,904,531928,1870,4,0,18,2,652,52660,0,4991466,540,154914,0,0,0,0,0,47530,202984,5194450,2842930,10,2842940,3045924,8037390,-1087742,-122,0,-87019,-1174883,1871041,6862507
"産業用電気機器",0,0,0,0,0,0,119,0,0,0,0,1094,0,0,7,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,107,0,10,6011,1055,0,65015,40585,22598,87831,5941,4929,10217,11771,26779,26691,59823,30712,115042,11331,45218,12670,8807,1945,0,0,7650,1078526,58771,15275,7216,9805,22359,8060,17081,334383,26490,7112,895502,39548,9951,2844,8100,53,1387,0,18694,45512,39898,18644,35571,0,0,0,0,0,11,0,0,0,0,0,0,458,6,0,0,8,66,0,0,0,0,0,32,0,0,1,20,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,68909,154587,3,0,0,0,0,103,0,342,3529899,21,8017,0,0,0,77782,2897395,-7072,2976143,6506042,2954967,11,2954978,5931121,9461020,-1333975,0,0,-106718,-1440693,4490428,8020327
"民生用電気機器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205911,0,0,6,0,0,0,0,0,0,0,753,3522,0,0,0,20,0,73894,32043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,4124,7142,13893,0,0,0,0,0,0,0,0,0,988,0,0,0,84851,900,0,0,0,1742,108,0,0,431326,56439,2446847,0,0,0,3683,542517,7543,3057029,3488355,262900,46211,309111,3366140,3797466,-874541,-2558,-134,-69974,-947207,2418933,2850259
"電子応用装置",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6079,233,0,48,0,0,6,4682,3441,56489,4344,813,7100,0,2229,0,0,0,1986,0,0,0,51901,0,0,0,743,78,295,0,0,0,9094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30353,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,30032,0,0,0,0,0,0,0,0,212826,0,0,0,0,0,104163,580413,-582,683994,896820,607488,0,607488,1291482,1504308,-447394,0,0,-35792,-483186,808296,1021122
"電気計測器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,561,445,398,1910,9,105,304,245,1229,72,968,426,0,96,12407,490,0,0,0,0,33143,0,3112,21304,0,1732,98,343,0,0,0,59,1959,564,0,0,0,0,0,1340,2768,469,4650,5294,0,0,0,0,0,0,0,0,0,0,0,0,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,5807,332,0,0,0,0,0,0,0,0,0,0,0,0,32,2231,2843,0,0,0,0,0,0,0,108783,5,82,0,0,0,24364,491653,4535,520639,629422,1106398,0,1106398,1627037,1735820,-547653,0,0,-43812,-591465,1035572,1144355
"その他の電気機械",0,0,0,0,0,72,244,3,0,0,0,1337,0,2,10,170,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1322,0,0,0,0,0,95,0,0,22,0,0,0,0,0,0,36,0,0,0,0,23,0,0,230,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,86,0,11,0,1031,1386,4634,703,3234,956,2058,2451,4467,678,1426,1652,1047,6406,2968,1966,10789,8198,2761,2741,3927,184904,80431,80683,24286,1771,5757,252126,39934,7661,4255,262021,31106,5590,82940,4331,1033,22,22647,2716,8653,0,60928,74701,41501,14711,14714,77,0,0,836,0,12853,7883,88,1,750,240,0,2476,17,564,0,196,1152,11,533,130,110,89,50,196,3539,0,0,2822,525,0,4318,12371,3262,13740,303,6217,0,1562,349,32,68,0,28,194,0,32864,41117,4216,492,1171,131,5278,604,0,5093,1547367,9783,682100,0,0,0,90275,719053,42633,1543844,3091211,1193034,2890,1195924,2739768,4287135,-1166722,-429,0,-93337,-1260488,1479280,3026647
"通信機器",0,0,0,0,0,7,0,41,2,66,2,64,12,0,10,1,138,65,21,87,20,46,70,224,47,0,0,6,5,2,2,4,3,1,4,15,21,21,1,5,2,5,8,1,1,2,8,2,4,2,12,6,1,827,3,3,6,33,9,40,10,16,110,1,4,12,11,23,3,4,41,6,0,4,1,5,3,4,4,0,15,8,337,155,17,112,68,78,7491,37,143,4,65,42,50,46,7,5,100,6,5,9,43,25,66,527,273,407,35,22,120,149,12056,2,308,151915,24577,4,454,15818,1172,251,76,80,209,81,10396,21745,5712,31184,21865,322,32,12,52,102,18241,11430,3833,1396,3949,1445,0,746,11,141,3182,0,0,79,28,272,119,200,59,63,439,0,93,204,7330,70,2045,65273,855,717,52,626,3906,1219,8,531,31,336,720,185,2287,1005,2354,27117,64,4691,82,1560,79,0,0,480215,20382,2485049,0,0,0,526587,2003675,-21335,5014358,5494573,371142,42371,413513,5427871,5908086,-2956225,-1082,0,-236477,-3193784,2234087,2714302
"映像･音響機器",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,2,0,1,1,112,148,1071,93,538,32,0,44,0,0,0,2,3,0,3,4,0,0,8830,23716,5,133141,14450,0,0,2180,1960,0,50,1,2,0,5105,4304,0,882,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,320,774,0,0,0,0,0,0,0,0,0,0,233,0,0,0,12160,70,0,0,0,1316,173,0,0,214334,16924,371597,0,0,0,48891,201690,20590,659692,874026,462210,37590,499800,1159492,1373826,-506638,-3741,0,-40136,-550515,608977,823311
"電子計算機･同附属装置",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,96571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,988,555,0,12,0,0,0,0,0,0,0,0,0,0,0,0,35300,0,0,0,21217,0,0,0,0,0,0,0,0,156682,0,593989,0,0,0,427353,2679466,10436,3711244,3867926,694799,24267,719066,4430310,4586992,-2470214,-314,0,-197617,-2668145,1762165,1918847
"乗用車",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5372068,0,0,0,100793,2338482,3860,7815203,7815203,9346376,165,9346541,17161744,17161744,-1086543,0,0,-86861,-1173404,15988340,15988340
"トラック･バス･その他の自動車",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13914,0,0,0,0,0,0,0,0,0,0,0,0,0,41148,0,0,0,0,0,0,0,0,0,247530,0,287642,0,0,0,38199,2336347,-878,2661310,2908840,1411503,0,1411503,4072813,4320343,-75185,0,0,-5985,-81170,3991643,4239173
"二輪自動車",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71826,0,0,0,11907,57606,3221,144560,144560,263858,1,263859,408419,408419,-80503,0,0,-6440,-86943,321476,321476
"自動車部品･同附属品",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9388185,2217721,192982,10995274,0,0,0,162311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646693,0,0,0,0,0,0,0,0,0,24612903,0,10628,0,0,0,0,0,68949,79577,24692480,4587425,23,4587448,4667025,29279928,-1398953,0,0,-111916,-1510869,3156156,27769059
